No,Country,Latitude,Longitude,Crop,Year,Kg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
358,Angola,-11.2027,17.8739,Soybeans,2011,529.4,1010,40,24.15
359,Angola,-11.2027,17.8739,Sweet potatoes,2011,6551.2,1010,40,24.15
360,Angola,-11.2027,17.8739,Wheat,2011,1095.9,1010,40,24.15
310,Angola,-11.2027,17.8739,Soybeans,2005,379.3,1010,40,24.41
265,Angola,-11.2027,17.8739,Sweet potatoes,1998,7625.6,1010,40,24.96
234,Angola,-11.2027,17.8739,"Rice, paddy",1993,800,1010,169,24.15
237,Angola,-11.2027,17.8739,Cassava,1994,5859.6,1010,25.5,24.04
375,Angola,-11.2027,17.8739,Sweet potatoes,2013,7340.9,1010,40,24.55
305,Angola,-11.2027,17.8739,Cassava,2005,11762.8,1010,40,24.41
219,Angola,-11.2027,17.8739,Cassava,1991,4029.5,1010,79,24.02
241,Angola,-11.2027,17.8739,Sweet potatoes,1994,8319.2,1010,25.5,24.04
309,Angola,-11.2027,17.8739,Sorghum,2005,333.3,1010,40,24.41
261,Angola,-11.2027,17.8739,Cassava,1998,5572.8,1010,40,24.96
356,Angola,-11.2027,17.8739,"Rice, paddy",2011,891.4,1010,40,24.15
308,Angola,-11.2027,17.8739,"Rice, paddy",2005,697.7,1010,40,24.41
373,Angola,-11.2027,17.8739,Sorghum,2013,241.5,1010,40,24.55
238,Angola,-11.2027,17.8739,Maize,1994,246.3,1010,25.5,24.04
371,Angola,-11.2027,17.8739,Potatoes,2013,6330.3,1010,40,24.55
372,Angola,-11.2027,17.8739,"Rice, paddy",2013,1274.4,1010,40,24.55
240,Angola,-11.2027,17.8739,"Rice, paddy",1994,875,1010,25.5,24.04
357,Angola,-11.2027,17.8739,Sorghum,2011,332,1010,40,24.15
239,Angola,-11.2027,17.8739,Potatoes,1994,9000,1010,25.5,24.04
235,Angola,-11.2027,17.8739,Sweet potatoes,1993,8809.5,1010,169,24.15
262,Angola,-11.2027,17.8739,Maize,1998,739.6,1010,40,24.96
266,Angola,-11.2027,17.8739,Wheat,1998,1714.3,1010,40,24.96
301,Angola,-11.2027,17.8739,Sorghum,2004,333.3,1010,40,24.22
263,Angola,-11.2027,17.8739,Potatoes,1998,6272.4,1010,40,24.96
268,Angola,-11.2027,17.8739,Maize,1999,636.1,1010,40,24.37
345,Angola,-11.2027,17.8739,Cassava,2010,15578.2,1010,40,24.44
302,Angola,-11.2027,17.8739,Soybeans,2004,360,1010,40,24.22
267,Angola,-11.2027,17.8739,Cassava,1999,5982.1,1010,40,24.37
465,Argentina,-38.4161,-63.6167,Sorghum,1995,3458.8,591,37842,17.74
517,Argentina,-38.4161,-63.6167,Sweet potatoes,1998,17505.5,591,62397,17.23
523,Argentina,-38.4161,-63.6167,Maize,1999,5370.2,591,62831.39,17.15
457,Argentina,-38.4161,-63.6167,Cassava,1995,10000,591,37842,17.74
525,Argentina,-38.4161,-63.6167,Potatoes,1999,23893.8,591,62831.39,17.15
516,Argentina,-38.4161,-63.6167,Soybeans,1998,2693.7,591,62397,17.52
464,Argentina,-38.4161,-63.6167,"Rice, paddy",1995,5030.6,591,37842,17.62
524,Argentina,-38.4161,-63.6167,Maize,1999,5370.2,591,62831.39,17.71
458,Argentina,-38.4161,-63.6167,Cassava,1995,10000,591,37842,17.62
573,Argentina,-38.4161,-63.6167,Potatoes,2002,25134.7,591,64134.56,17.58
526,Argentina,-38.4161,-63.6167,Potatoes,1999,23893.8,591,62831.39,17.71
515,Argentina,-38.4161,-63.6167,Soybeans,1998,2693.7,591,62397,17.23
379,Argentina,-38.4161,-63.6167,Maize,1990,3460.8,591,26156,17.46
577,Argentina,-38.4161,-63.6167,Sorghum,2002,5269.1,591,64134.56,17.58
481,Argentina,-38.4161,-63.6167,Sorghum,1996,3876.3,591,54595,17.64
527,Argentina,-38.4161,-63.6167,"Rice, paddy",1999,5733.7,591,62831.39,17.15
572,Argentina,-38.4161,-63.6167,Maize,2002,6079.1,591,64134.56,18.07
554,Argentina,-38.4161,-63.6167,Cassava,2001,10000,591,63700.17,18.42
463,Argentina,-38.4161,-63.6167,"Rice, paddy",1995,5030.6,591,37842,17.74
514,Argentina,-38.4161,-63.6167,Sorghum,1998,4810.5,591,62397,17.52
380,Argentina,-38.4161,-63.6167,Maize,1990,3460.8,591,26156,17.67
381,Argentina,-38.4161,-63.6167,Potatoes,1990,20274.7,591,26156,17.46
382,Argentina,-38.4161,-63.6167,Potatoes,1990,20274.7,591,26156,17.67
574,Argentina,-38.4161,-63.6167,Potatoes,2002,25134.7,591,64134.56,18.07
575,Argentina,-38.4161,-63.6167,"Rice, paddy",2002,5719.7,591,64134.56,17.58
528,Argentina,-38.4161,-63.6167,"Rice, paddy",1999,5733.7,591,62831.39,17.71
563,Argentina,-38.4161,-63.6167,Soybeans,2001,2584.6,591,63700.17,17.71
578,Argentina,-38.4161,-63.6167,Sorghum,2002,5269.1,591,64134.56,18.07
550,Argentina,-38.4161,-63.6167,Sweet potatoes,2000,15146.2,591,63265.78,17.66
482,Argentina,-38.4161,-63.6167,Sorghum,1996,3876.3,591,54595,17.97
377,Argentina,-38.4161,-63.6167,Cassava,1990,10000,591,26156,17.46
378,Argentina,-38.4161,-63.6167,Cassava,1990,10000,591,26156,17.67
585,Argentina,-38.4161,-63.6167,Cassava,2004,10000,591,65003.34,17.67
570,Argentina,-38.4161,-63.6167,Cassava,2002,10000,591,64134.56,18.07
571,Argentina,-38.4161,-63.6167,Maize,2002,6079.1,591,64134.56,17.58
442,Argentina,-38.4161,-63.6167,Cassava,1994,10000,591,30195,18.31
383,Argentina,-38.4161,-63.6167,"Rice, paddy",1990,3670.9,591,26156,17.46
384,Argentina,-38.4161,-63.6167,"Rice, paddy",1990,3670.9,591,26156,17.67
576,Argentina,-38.4161,-63.6167,"Rice, paddy",2002,5719.7,591,64134.56,18.07
446,Argentina,-38.4161,-63.6167,Potatoes,1994,23016.6,591,30195,18.31
447,Argentina,-38.4161,-63.6167,"Rice, paddy",1994,4298.9,591,30195,18.17
448,Argentina,-38.4161,-63.6167,"Rice, paddy",1994,4298.9,591,30195,18.31
449,Argentina,-38.4161,-63.6167,Sorghum,1994,3506.5,591,30195,18.17
552,Argentina,-38.4161,-63.6167,Wheat,2000,2487.3,591,63265.78,17.66
392,Argentina,-38.4161,-63.6167,Wheat,1990,1894.7,591,26156,17.67
556,Argentina,-38.4161,-63.6167,Maize,2001,5455.3,591,63700.17,18.42
462,Argentina,-38.4161,-63.6167,Potatoes,1995,27427.2,591,37842,17.62
454,Argentina,-38.4161,-63.6167,Sweet potatoes,1994,17666.7,591,30195,18.31
695,Argentina,-38.4161,-63.6167,Wheat,2010,2711.3,591,105915.04,17.33
443,Argentina,-38.4161,-63.6167,Maize,1994,4237.1,591,30195,18.17
444,Argentina,-38.4161,-63.6167,Maize,1994,4237.1,591,30195,18.31
445,Argentina,-38.4161,-63.6167,Potatoes,1994,23016.6,591,30195,18.17
477,Argentina,-38.4161,-63.6167,Potatoes,1996,22887.7,591,54595,17.64
478,Argentina,-38.4161,-63.6167,Potatoes,1996,22887.7,591,54595,17.97
479,Argentina,-38.4161,-63.6167,"Rice, paddy",1996,5103.1,591,54595,17.64
480,Argentina,-38.4161,-63.6167,"Rice, paddy",1996,5103.1,591,54595,17.97
459,Argentina,-38.4161,-63.6167,Maize,1995,4522.3,591,37842,17.74
460,Argentina,-38.4161,-63.6167,Maize,1995,4522.3,591,37842,17.62
461,Argentina,-38.4161,-63.6167,Potatoes,1995,27427.2,591,37842,17.74
555,Argentina,-38.4161,-63.6167,Maize,2001,5455.3,591,63700.17,17.71
557,Argentina,-38.4161,-63.6167,Potatoes,2001,28376.8,591,63700.17,17.71
558,Argentina,-38.4161,-63.6167,Potatoes,2001,28376.8,591,63700.17,18.42
696,Argentina,-38.4161,-63.6167,Wheat,2010,2711.3,591,105915.04,17.84
475,Argentina,-38.4161,-63.6167,Maize,1996,4039.7,591,54595,17.64
476,Argentina,-38.4161,-63.6167,Maize,1996,4039.7,591,54595,17.97
562,Argentina,-38.4161,-63.6167,Sorghum,2001,4742.9,591,63700.17,18.42
724,Argentina,-38.4161,-63.6167,Soybeans,2012,2281.4,591,136185.08,18.43
725,Argentina,-38.4161,-63.6167,Sweet potatoes,2012,14812.6,591,136185.08,18.18
564,Argentina,-38.4161,-63.6167,Soybeans,2001,2584.6,591,63700.17,18.42
489,Argentina,-38.4161,-63.6167,Cassava,1997,10000,591,77691,18.29
490,Argentina,-38.4161,-63.6167,Cassava,1997,10000,591,77691,18.54
483,Argentina,-38.4161,-63.6167,Soybeans,1996,2105.1,591,54595,17.64
568,Argentina,-38.4161,-63.6167,Wheat,2001,2493.4,591,63700.17,18.42
513,Argentina,-38.4161,-63.6167,Sorghum,1998,4810.5,591,62397,17.23
521,Argentina,-38.4161,-63.6167,Cassava,1999,10000,591,62831.39,17.15
522,Argentina,-38.4161,-63.6167,Cassava,1999,10000,591,62831.39,17.71
708,Argentina,-38.4161,-63.6167,Soybeans,2011,2605.3,591,100424.62,17.93
709,Argentina,-38.4161,-63.6167,Sweet potatoes,2011,14875.4,591,100424.62,17.58
710,Argentina,-38.4161,-63.6167,Sweet potatoes,2011,14875.4,591,100424.62,17.93
711,Argentina,-38.4161,-63.6167,Wheat,2011,3506.3,591,100424.62,17.58
712,Argentina,-38.4161,-63.6167,Wheat,2011,3506.3,591,100424.62,17.93
398,Argentina,-38.4161,-63.6167,Potatoes,1991,20569.2,591,26156,17.86
529,Argentina,-38.4161,-63.6167,Sorghum,1999,4384.5,591,62831.39,17.15
402,Argentina,-38.4161,-63.6167,Sorghum,1991,3332,591,26156,17.86
403,Argentina,-38.4161,-63.6167,Soybeans,1991,2275,591,26156,17.64
404,Argentina,-38.4161,-63.6167,Soybeans,1991,2275,591,26156,17.86
405,Argentina,-38.4161,-63.6167,Sweet potatoes,1991,13136.4,591,26156,17.64
406,Argentina,-38.4161,-63.6167,Sweet potatoes,1991,13136.4,591,26156,17.86
407,Argentina,-38.4161,-63.6167,Wheat,1991,1897.2,591,26156,17.64
408,Argentina,-38.4161,-63.6167,Wheat,1991,1897.2,591,26156,17.86
544,Argentina,-38.4161,-63.6167,"Rice, paddy",2000,4779.8,591,63265.78,17.66
545,Argentina,-38.4161,-63.6167,Sorghum,2000,4647.7,591,63265.78,16.98
546,Argentina,-38.4161,-63.6167,Sorghum,2000,4647.7,591,63265.78,17.66
547,Argentina,-38.4161,-63.6167,Soybeans,2000,2331.2,591,63265.78,16.98
548,Argentina,-38.4161,-63.6167,Soybeans,2000,2331.2,591,63265.78,17.66
549,Argentina,-38.4161,-63.6167,Sweet potatoes,2000,15146.2,591,63265.78,16.98
713,Argentina,-38.4161,-63.6167,Cassava,2012,10000,591,136185.08,18.18
551,Argentina,-38.4161,-63.6167,Wheat,2000,2487.3,591,63265.78,16.98
553,Argentina,-38.4161,-63.6167,Cassava,2001,10000,591,63700.17,17.71
716,Argentina,-38.4161,-63.6167,Maize,2012,5734.6,591,136185.08,18.43
718,Argentina,-38.4161,-63.6167,Potatoes,2012,28782.1,591,136185.08,18.43
719,Argentina,-38.4161,-63.6167,"Rice, paddy",2012,6661.7,591,136185.08,18.18
559,Argentina,-38.4161,-63.6167,"Rice, paddy",2001,5749.5,591,63700.17,17.71
560,Argentina,-38.4161,-63.6167,"Rice, paddy",2001,5749.5,591,63700.17,18.42
561,Argentina,-38.4161,-63.6167,Sorghum,2001,4742.9,591,63700.17,17.71
723,Argentina,-38.4161,-63.6167,Soybeans,2012,2281.4,591,136185.08,18.18
654,Argentina,-38.4161,-63.6167,Potatoes,2008,27941.2,591,87149.01,18.39
655,Argentina,-38.4161,-63.6167,"Rice, paddy",2008,6827.8,591,87149.01,17.71
656,Argentina,-38.4161,-63.6167,"Rice, paddy",2008,6827.8,591,87149.01,18.39
565,Argentina,-38.4161,-63.6167,Sweet potatoes,2001,15521.2,591,63700.17,17.71
566,Argentina,-38.4161,-63.6167,Sweet potatoes,2001,15521.2,591,63700.17,18.42
728,Argentina,-38.4161,-63.6167,Wheat,2012,3219.9,591,136185.08,18.43
567,Argentina,-38.4161,-63.6167,Wheat,2001,2493.4,591,63700.17,17.71
569,Argentina,-38.4161,-63.6167,Cassava,2002,10000,591,64134.56,17.58
662,Argentina,-38.4161,-63.6167,Sweet potatoes,2008,14510.5,591,87149.01,18.39
663,Argentina,-38.4161,-63.6167,Wheat,2008,2827.1,591,87149.01,17.71
664,Argentina,-38.4161,-63.6167,Wheat,2008,2827.1,591,87149.01,18.39
420,Argentina,-38.4161,-63.6167,Soybeans,1992,2291.5,591,26156,17.51
421,Argentina,-38.4161,-63.6167,Sweet potatoes,1992,12727.3,591,26156,17.09
422,Argentina,-38.4161,-63.6167,Sweet potatoes,1992,12727.3,591,26156,17.51
423,Argentina,-38.4161,-63.6167,Wheat,1992,2180.9,591,26156,17.09
424,Argentina,-38.4161,-63.6167,Wheat,1992,2180.9,591,26156,17.51
438,Argentina,-38.4161,-63.6167,Sweet potatoes,1993,12295.5,591,26156,17.53
439,Argentina,-38.4161,-63.6167,Wheat,1993,2327.2,591,26156,17.32
579,Argentina,-38.4161,-63.6167,Soybeans,2002,2630.4,591,64134.56,17.58
580,Argentina,-38.4161,-63.6167,Soybeans,2002,2630.4,591,64134.56,18.07
581,Argentina,-38.4161,-63.6167,Sweet potatoes,2002,15589,591,64134.56,17.58
582,Argentina,-38.4161,-63.6167,Sweet potatoes,2002,15589,591,64134.56,18.07
586,Argentina,-38.4161,-63.6167,Cassava,2004,10000,591,65003.34,18.11
587,Argentina,-38.4161,-63.6167,Maize,2004,6393.1,591,65003.34,17.67
588,Argentina,-38.4161,-63.6167,Maize,2004,6393.1,591,65003.34,18.11
589,Argentina,-38.4161,-63.6167,Potatoes,2004,28871.7,591,65003.34,17.67
590,Argentina,-38.4161,-63.6167,Potatoes,2004,28871.7,591,65003.34,18.11
385,Argentina,-38.4161,-63.6167,Sorghum,1990,2811.6,591,26156,17.46
386,Argentina,-38.4161,-63.6167,Sorghum,1990,2811.6,591,26156,17.67
387,Argentina,-38.4161,-63.6167,Soybeans,1990,2156.6,591,26156,17.46
388,Argentina,-38.4161,-63.6167,Soybeans,1990,2156.6,591,26156,17.67
389,Argentina,-38.4161,-63.6167,Sweet potatoes,1990,13186.4,591,26156,17.46
390,Argentina,-38.4161,-63.6167,Sweet potatoes,1990,13186.4,591,26156,17.67
391,Argentina,-38.4161,-63.6167,Wheat,1990,1894.7,591,26156,17.46
717,Argentina,-38.4161,-63.6167,Potatoes,2012,28782.1,591,136185.08,18.18
649,Argentina,-38.4161,-63.6167,Cassava,2008,10000,591,87149.01,17.71
720,Argentina,-38.4161,-63.6167,"Rice, paddy",2012,6661.7,591,136185.08,18.43
721,Argentina,-38.4161,-63.6167,Sorghum,2012,4653.4,591,136185.08,18.18
722,Argentina,-38.4161,-63.6167,Sorghum,2012,4653.4,591,136185.08,18.43
653,Argentina,-38.4161,-63.6167,Potatoes,2008,27941.2,591,87149.01,17.71
410,Argentina,-38.4161,-63.6167,Cassava,1992,10000,591,26156,17.51
736,Argentina,-38.4161,-63.6167,"Rice, paddy",2013,6718.7,591,171945.54,16.88
737,Argentina,-38.4161,-63.6167,Sorghum,2013,4085.2,591,171945.54,16.45
726,Argentina,-38.4161,-63.6167,Sweet potatoes,2012,14812.6,591,136185.08,18.43
727,Argentina,-38.4161,-63.6167,Wheat,2012,3219.9,591,136185.08,18.18
414,Argentina,-38.4161,-63.6167,Potatoes,1992,19903.9,591,26156,17.51
415,Argentina,-38.4161,-63.6167,"Rice, paddy",1992,5207.5,591,26156,17.09
416,Argentina,-38.4161,-63.6167,"Rice, paddy",1992,5207.5,591,26156,17.51
417,Argentina,-38.4161,-63.6167,Sorghum,1992,3621.7,591,26156,17.09
441,Argentina,-38.4161,-63.6167,Cassava,1994,10000,591,30195,18.17
419,Argentina,-38.4161,-63.6167,Soybeans,1992,2291.5,591,26156,17.09
633,Argentina,-38.4161,-63.6167,Cassava,2007,10000,591,81582.64,16.71
634,Argentina,-38.4161,-63.6167,Cassava,2007,10000,591,81582.64,17.14
635,Argentina,-38.4161,-63.6167,Maize,2007,7665.5,591,81582.64,16.71
518,Argentina,-38.4161,-63.6167,Sweet potatoes,1998,17505.5,591,62397,17.52
519,Argentina,-38.4161,-63.6167,Wheat,1998,2608.8,591,62397,17.23
520,Argentina,-38.4161,-63.6167,Wheat,1998,2608.8,591,62397,17.52
399,Argentina,-38.4161,-63.6167,"Rice, paddy",1991,4029.4,591,26156,17.64
440,Argentina,-38.4161,-63.6167,Wheat,1993,2327.2,591,26156,17.53
690,Argentina,-38.4161,-63.6167,Sorghum,2010,4816.3,591,105915.04,17.84
691,Argentina,-38.4161,-63.6167,Soybeans,2010,2905.3,591,105915.04,17.33
692,Argentina,-38.4161,-63.6167,Soybeans,2010,2905.3,591,105915.04,17.84
693,Argentina,-38.4161,-63.6167,Sweet potatoes,2010,14938.2,591,105915.04,17.33
694,Argentina,-38.4161,-63.6167,Sweet potatoes,2010,14938.2,591,105915.04,17.84
473,Argentina,-38.4161,-63.6167,Cassava,1996,10000,591,54595,17.64
474,Argentina,-38.4161,-63.6167,Cassava,1996,10000,591,54595,17.97
466,Argentina,-38.4161,-63.6167,Sorghum,1995,3458.8,591,37842,17.62
467,Argentina,-38.4161,-63.6167,Soybeans,1995,2044.6,591,37842,17.74
468,Argentina,-38.4161,-63.6167,Soybeans,1995,2044.6,591,37842,17.62
469,Argentina,-38.4161,-63.6167,Sweet potatoes,1995,16800,591,37842,17.74
470,Argentina,-38.4161,-63.6167,Sweet potatoes,1995,16800,591,37842,17.62
471,Argentina,-38.4161,-63.6167,Wheat,1995,2167.5,591,37842,17.74
472,Argentina,-38.4161,-63.6167,Wheat,1995,2167.5,591,37842,17.62
627,Argentina,-38.4161,-63.6167,Soybeans,2006,2679.3,591,65872.12,18.1
729,Argentina,-38.4161,-63.6167,Cassava,2013,9945.9,591,171945.54,16.45
730,Argentina,-38.4161,-63.6167,Cassava,2013,9945.9,591,171945.54,16.88
650,Argentina,-38.4161,-63.6167,Cassava,2008,10000,591,87149.01,18.39
651,Argentina,-38.4161,-63.6167,Maize,2008,6452.5,591,87149.01,17.71
652,Argentina,-38.4161,-63.6167,Maize,2008,6452.5,591,87149.01,18.39
409,Argentina,-38.4161,-63.6167,Cassava,1992,10000,591,26156,17.09
697,Argentina,-38.4161,-63.6167,Cassava,2011,10000,591,100424.62,17.58
698,Argentina,-38.4161,-63.6167,Cassava,2011,10000,591,100424.62,17.93
699,Argentina,-38.4161,-63.6167,Maize,2011,6350.3,591,100424.62,17.58
505,Argentina,-38.4161,-63.6167,Cassava,1998,10000,591,62397,17.23
506,Argentina,-38.4161,-63.6167,Cassava,1998,10000,591,62397,17.52
507,Argentina,-38.4161,-63.6167,Maize,1998,6078,591,62397,17.23
508,Argentina,-38.4161,-63.6167,Maize,1998,6078,591,62397,17.52
509,Argentina,-38.4161,-63.6167,Potatoes,1998,29374.4,591,62397,17.23
510,Argentina,-38.4161,-63.6167,Potatoes,1998,29374.4,591,62397,17.52
511,Argentina,-38.4161,-63.6167,"Rice, paddy",1998,4776.2,591,62397,17.23
512,Argentina,-38.4161,-63.6167,"Rice, paddy",1998,4776.2,591,62397,17.52
432,Argentina,-38.4161,-63.6167,"Rice, paddy",1993,4355.9,591,26156,17.53
433,Argentina,-38.4161,-63.6167,Sorghum,1993,3952.9,591,26156,17.32
434,Argentina,-38.4161,-63.6167,Sorghum,1993,3952.9,591,26156,17.53
435,Argentina,-38.4161,-63.6167,Soybeans,1993,2158.9,591,26156,17.32
436,Argentina,-38.4161,-63.6167,Soybeans,1993,2158.9,591,26156,17.53
437,Argentina,-38.4161,-63.6167,Sweet potatoes,1993,12295.5,591,26156,17.32
684,Argentina,-38.4161,-63.6167,Maize,2010,7804,591,105915.04,17.84
400,Argentina,-38.4161,-63.6167,"Rice, paddy",1991,4029.4,591,26156,17.86
401,Argentina,-38.4161,-63.6167,Sorghum,1991,3332,591,26156,17.64
537,Argentina,-38.4161,-63.6167,Cassava,2000,10000,591,63265.78,16.98
538,Argentina,-38.4161,-63.6167,Cassava,2000,10000,591,63265.78,17.66
539,Argentina,-38.4161,-63.6167,Maize,2000,5432.9,591,63265.78,16.98
540,Argentina,-38.4161,-63.6167,Maize,2000,5432.9,591,63265.78,17.66
541,Argentina,-38.4161,-63.6167,Potatoes,2000,27756.6,591,63265.78,16.98
542,Argentina,-38.4161,-63.6167,Potatoes,2000,27756.6,591,63265.78,17.66
543,Argentina,-38.4161,-63.6167,"Rice, paddy",2000,4779.8,591,63265.78,16.98
536,Argentina,-38.4161,-63.6167,Wheat,1999,2302.8,591,62831.39,17.71
591,Argentina,-38.4161,-63.6167,"Rice, paddy",2004,6266.1,591,65003.34,17.67
592,Argentina,-38.4161,-63.6167,"Rice, paddy",2004,6266.1,591,65003.34,18.11
593,Argentina,-38.4161,-63.6167,Sorghum,2004,4553.1,591,65003.34,17.67
594,Argentina,-38.4161,-63.6167,Sorghum,2004,4553.1,591,65003.34,18.11
714,Argentina,-38.4161,-63.6167,Cassava,2012,10000,591,136185.08,18.43
715,Argentina,-38.4161,-63.6167,Maize,2012,5734.6,591,136185.08,18.18
597,Argentina,-38.4161,-63.6167,Sweet potatoes,2004,15486.7,591,65003.34,17.67
598,Argentina,-38.4161,-63.6167,Sweet potatoes,2004,15486.7,591,65003.34,18.11
599,Argentina,-38.4161,-63.6167,Wheat,2004,2544.1,591,65003.34,17.67
731,Argentina,-38.4161,-63.6167,Maize,2013,6603.7,591,171945.54,16.45
732,Argentina,-38.4161,-63.6167,Maize,2013,6603.7,591,171945.54,16.88
733,Argentina,-38.4161,-63.6167,Potatoes,2013,28898.4,591,171945.54,16.45
734,Argentina,-38.4161,-63.6167,Potatoes,2013,28898.4,591,171945.54,16.88
735,Argentina,-38.4161,-63.6167,"Rice, paddy",2013,6718.7,591,171945.54,16.45
601,Argentina,-38.4161,-63.6167,Cassava,2005,10000,591,65437.73,17.32
411,Argentina,-38.4161,-63.6167,Maize,1992,4523.7,591,26156,17.09
657,Argentina,-38.4161,-63.6167,Sorghum,2008,4747.4,591,87149.01,17.71
658,Argentina,-38.4161,-63.6167,Sorghum,2008,4747.4,591,87149.01,18.39
659,Argentina,-38.4161,-63.6167,Soybeans,2008,2821.6,591,87149.01,17.71
660,Argentina,-38.4161,-63.6167,Soybeans,2008,2821.6,591,87149.01,18.39
661,Argentina,-38.4161,-63.6167,Sweet potatoes,2008,14510.5,591,87149.01,17.71
609,Argentina,-38.4161,-63.6167,Sorghum,2005,5187.2,591,65437.73,17.32
418,Argentina,-38.4161,-63.6167,Sorghum,1992,3621.7,591,26156,17.51
706,Argentina,-38.4161,-63.6167,Sorghum,2011,4402.9,591,100424.62,17.93
707,Argentina,-38.4161,-63.6167,Soybeans,2011,2605.3,591,100424.62,17.58
393,Argentina,-38.4161,-63.6167,Cassava,1991,10000,591,26156,17.64
394,Argentina,-38.4161,-63.6167,Cassava,1991,10000,591,26156,17.86
395,Argentina,-38.4161,-63.6167,Maize,1991,4044.4,591,26156,17.64
396,Argentina,-38.4161,-63.6167,Maize,1991,4044.4,591,26156,17.86
397,Argentina,-38.4161,-63.6167,Potatoes,1991,20569.2,591,26156,17.64
685,Argentina,-38.4161,-63.6167,Potatoes,2010,28984.9,591,105915.04,17.33
686,Argentina,-38.4161,-63.6167,Potatoes,2010,28984.9,591,105915.04,17.84
450,Argentina,-38.4161,-63.6167,Sorghum,1994,3506.5,591,30195,18.31
451,Argentina,-38.4161,-63.6167,Soybeans,1994,2038.6,591,30195,18.17
452,Argentina,-38.4161,-63.6167,Soybeans,1994,2038.6,591,30195,18.31
583,Argentina,-38.4161,-63.6167,Wheat,2002,2239.8,591,64134.56,17.58
584,Argentina,-38.4161,-63.6167,Wheat,2002,2239.8,591,64134.56,18.07
618,Argentina,-38.4161,-63.6167,Cassava,2006,10000,591,65872.12,18.35
619,Argentina,-38.4161,-63.6167,Maize,2006,5903,591,65872.12,18.1
665,Argentina,-38.4161,-63.6167,Cassava,2009,10169.5,591,61586.56,18.16
456,Argentina,-38.4161,-63.6167,Wheat,1994,2023.7,591,30195,18.31
622,Argentina,-38.4161,-63.6167,Potatoes,2006,28582.8,591,65872.12,18.35
623,Argentina,-38.4161,-63.6167,"Rice, paddy",2006,7061,591,65872.12,18.1
624,Argentina,-38.4161,-63.6167,"Rice, paddy",2006,7061,591,65872.12,18.35
595,Argentina,-38.4161,-63.6167,Soybeans,2004,2207.5,591,65003.34,17.67
596,Argentina,-38.4161,-63.6167,Soybeans,2004,2207.5,591,65003.34,18.11
671,Argentina,-38.4161,-63.6167,"Rice, paddy",2009,6884.2,591,61586.56,18.16
491,Argentina,-38.4161,-63.6167,Maize,1997,4555.7,591,77691,18.29
484,Argentina,-38.4161,-63.6167,Soybeans,1996,2105.1,591,54595,17.97
485,Argentina,-38.4161,-63.6167,Sweet potatoes,1996,17000,591,54595,17.64
486,Argentina,-38.4161,-63.6167,Sweet potatoes,1996,17000,591,54595,17.97
487,Argentina,-38.4161,-63.6167,Wheat,1996,1934.4,591,54595,17.64
488,Argentina,-38.4161,-63.6167,Wheat,1996,1934.4,591,54595,17.97
497,Argentina,-38.4161,-63.6167,Sorghum,1997,3684.5,591,77691,18.29
498,Argentina,-38.4161,-63.6167,Sorghum,1997,3684.5,591,77691,18.54
499,Argentina,-38.4161,-63.6167,Soybeans,1997,1721.2,591,77691,18.29
412,Argentina,-38.4161,-63.6167,Maize,1992,4523.7,591,26156,17.51
413,Argentina,-38.4161,-63.6167,Potatoes,1992,19903.9,591,26156,17.09
606,Argentina,-38.4161,-63.6167,Potatoes,2005,28391.7,591,65437.73,17.83
607,Argentina,-38.4161,-63.6167,"Rice, paddy",2005,6016.5,591,65437.73,17.32
608,Argentina,-38.4161,-63.6167,"Rice, paddy",2005,6016.5,591,65437.73,17.83
704,Argentina,-38.4161,-63.6167,"Rice, paddy",2011,6790.1,591,100424.62,17.93
705,Argentina,-38.4161,-63.6167,Sorghum,2011,4402.9,591,100424.62,17.58
742,Argentina,-38.4161,-63.6167,Sweet potatoes,2013,14749.8,591,171945.54,16.88
743,Argentina,-38.4161,-63.6167,Wheat,2013,2658.1,591,171945.54,16.45
744,Argentina,-38.4161,-63.6167,Wheat,2013,2658.1,591,171945.54,16.88
431,Argentina,-38.4161,-63.6167,"Rice, paddy",1993,4355.9,591,26156,17.32
681,Argentina,-38.4161,-63.6167,Cassava,2010,10100,591,105915.04,17.33
682,Argentina,-38.4161,-63.6167,Cassava,2010,10100,591,105915.04,17.84
683,Argentina,-38.4161,-63.6167,Maize,2010,7804,591,105915.04,17.33
638,Argentina,-38.4161,-63.6167,Potatoes,2007,28676.5,591,81582.64,17.14
641,Argentina,-38.4161,-63.6167,Sorghum,2007,4702.1,591,81582.64,16.71
