index,BVDV_result,IgG_Status,Species,abdomen_pingsounds,abdomenauscultation_notes,age_units,age_weeks,age,anaplasma_centrale_result,anaplasma_marginale_result,attitude,babesia_bigemina_result,babesia_bovis_result,bedding,bedding_dryandclean,birth_witness,birthlocation,breed_name,breed,calf_bcs,calfgrouphousing_enoughspace,calfhousedwithdam,calfhousewithotherlivestock,coccidia_result,coccidia_species_result,colostrumwithin24hours,continuousaccesstodamfirst24hours,corona_result,cough_score,coughing,crackles,crypto_result,dam_ageparturition_years,dam_alive,dam_bcs1to5,dam_deathwithin2weeksparturition,dam_milkyield_liters,dam_motheringinstinct,dam_vaccines2monthsbeforedelivery,dam_vaccines_type,district,ear_score,ecoli_result,eye_score,fecal_score_Y1Y2,feces_blood,feedingfrequency,feedmilkormilkreplacer,feedmilkormilkreplacer_liters,generalnotes,heart_abnormalsounds,heart_rate_perminute,housingseparatefromherd,increased_respiratoryeffort,jointsexam,jointsexam_notes,kebele,lungsounds_muffled,m_hemolytica_result,medicationsincebirth,medicationsincebirth_dewormer,medicationsincebirth_oralelectrolytes,medicationsincebirth_other,medicationsincebirth_vitamins,nasaldischarge_score,navel,naveldesinfection,navelexam_notes,p_multocida_result,parasitology_other_result,parity,peristalticsounds_increased,proceduredone_branding,proceduredone_castration,proceduredone_dehorning,proceduredone_earnotch,proceduredone_taildocking,prod_system,reasonnocolostrumfedwithin24hours,rectal_temp,rectal_temp_score,respiratory_rate_perminute,result_ADV,result_BRSV,result_IBR,result_IgG,result_IgG_concentration,result_PIV3,result_RID,result_ascaris,result_fasciola,result_monezia,result_paramphistom,result_salmonella_enterica,result_schistosoma,result_strongly,result_trichuris,rota_result,ruminalcontractions_perminute,sex,signsofillness_birthdefects,signsofillness_bleedingorifices,signsofillness_bloat,signsofillness_circling,signsofillness_cloudyeyes,signsofillness_collapse,signsofillness_cough,signsofillness_diarrhea_notbloody,signsofillness_difficulturination,signsofillness_difficultybreathing,signsofillness_headtilt,signsofillness_lameness,signsofillness_nasaldischarge,signsofillness_navelinfection,signsofillness_notsuckling,signsofillness_oculardischarge,signsofillness_other,signsofillness_predation,signsofillness_sincebirth,signsofillness_straindefecate,signsofillness_swollenjoints,signsofillness_trauma,sire,supplementalfeed,supplementalfeed_frequency,test_kit,thoracicauscultation_notes,timeofbirth,typedelivery,typeofvaccinesreceived,vaccinationssincebirth,watergiven,watergiven_frequency,watergiven_independentwatertrough,weaned,weaned_accesstowater_hours_rainyseason,weaned_agemonths,weaned_concentratefed_dryseason,weaned_concentratefed_rainyseason,weaned_grazinghours_dryseason,weaned_grazinghours_rainyseason,weaned_hay_dryseason,weaned_hay_rainyseason,wheezes,year
31,,,,,,months,16,4,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,0,no,,0,5,yes,4,no,6,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,92,yes,0,normal,Normal,,,1,yes,yes,no,NR,no,0,normal,no,,0,,1,,no,no,no,no,no,Peri-urban,,38.9,2,36,,,1,,,,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
32,0,,,,,months,20,5,0,0,Depressed/Lethargic,0,0,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,2,yes,,0,9,yes,3,no,15,good,yes,anthrax vaccine,Gondar,0,0,1,2,no,Twice/day,yes milk,half to 1 liter,EAR DROOPING,,86,yes,1,normal,Normal,,,1,yes,yes,no,NR,no,0,normal,no,,0,,3,,no,no,no,no,no,Peri-urban,,38.3,1,32,,,0,,,,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
33,0,,,,,months,4,1,0,1,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,,,0,0,no,,0,10,yes,3,no,20,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,120,yes,0,normal,Normal,,,1,yes,yes,no,NR,no,1,normal,no,,0,,3,,no,no,no,no,no,Peri-urban,,38.4,1,28,1,0,1,,,0,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
34,0,,,,,months,16,4,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,yes,yes,0,0,no,,0,8,yes,4,no,16,good,yes,anthrax vaccine,Gondar,0,0,0,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,104,yes,0,normal,Normal,,,1,yes,yes,no,NR,no,1,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,38.7,1,34,1,0,1,,,1,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
35,0,,,,,months,8,2,0,0,Bright/Alert,0,0,yes,yes,no,Outside,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,0,no,,0,7,yes,4,no,8,good,yes,anthrax vaccine,Gondar,0,0,0,2,yes,Twice/day,yes milk,half to 1 liter,NORMAL,,104,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,0,,3,,no,no,no,no,no,Peri-urban,,38.7,1,28,1,1,0,,,1,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,difficulity in breathing,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
36,,,,,,months,12,3,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,yes,yes,0,0,no,,0,7,yes,2,no,20,good,yes,anthrax vaccine,Gondar,0,0,0,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,104,yes,1,normal,Normal,,,0,yes,yes,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,37.8,0,28,1,1,0,,,1,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
37,0,,,,,months,12,3,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,0,no,,0,8,yes,3,no,10,good,no,,Gondar,0,0,0,1,no,Twice/day,yes milk,half to 1 liter,NORMAL,,100,yes,1,normal,Normal,,,0,yes,yes,no,NR,no,0,normal,no,,1,,3,,no,no,no,no,no,Peri-urban,,38.9,2,32,,,1,,,,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
38,,,,,,weeks,2,2,0,0,Bright/Alert,0,0,yes,no,yes,Outside,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,1,yes,,0,5,yes,3,no,7,good,yes,anthrax vaccine,Gondar,0,0,0,1,yes,Twice/day,yes milk,half to 1 liter,NORMAL,,98,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,1,,2,,no,no,no,no,no,Peri-urban,,38.6,1,36,,,1,,,,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,more than twice a day,,increased respiratory and heart rate,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
39,0,,,,,months,12,3,0,0,Bright/Alert,0,0,yes,no,no,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,yes,yes,0,0,no,,0,6,yes,3,no,8,good,yes,anthrax vaccine,Gondar,0,0,0,1,no,Twice/day,yes milk,half to 1 liter,NORMAL,,104,yes,0,normal,Normal,,,0,yes,yes,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,38.6,1,36,1,1,1,,,1,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,increased respiratory and heart rate,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
40,,,,,,months,12,3,0,0,Depressed/Lethargic,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,yes,yes,0,0,no,,0,6,yes,3,no,10,good,yes,anthrax vaccine,Gondar,0,0,0,2,no,Twice/day,yes milk,half to 1 liter,EAR DROOPING,,116,yes,1,normal,Normal,,,0,yes,yes,no,NR,no,0,normal,no,,0,,3,,no,no,no,no,no,Peri-urban,,38.7,1,32,1,1,0,,,0,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,assisted/dystocia,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
41,,,,,,months,8,2,0,0,Depressed/Lethargic,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,0,no,,0,7,yes,3,no,20,good,yes,anthrax vaccine,Gondar,0,0,0,2,no,Twice/day,yes milk,greater than 1 liter,EAR DROOPING,,104,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,38.8,2,28,0,0,0,,,0,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
42,,,,,,months,8,2,0,0,Bright/Alert,0,1,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,no,no,0,1,yes,,1,6,yes,3,no,10,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,greater than 1 liter,NORMAL,,94,yes,0,normal,Normal,,,1,yes,no,yes,NR,no,1,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,Other,39.1,2,32,1,1,0,,,1,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
43,,,,,,months,8,2,0,0,Bright/Alert,1,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,,,0,0,no,,0,6,yes,3,no,22,good,no,,Gondar,0,0,0,1,no,Twice/day,yes milk,half to 1 liter,NORMAL,,100,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,38.8,1,36,,,0,,,,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
44,0,,,,,months,8,2,1,1,Bright/Alert,1,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,1,yes,,0,4,yes,4,no,6,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,greater than 1 liter,NORMAL,,108,yes,0,normal,Normal,,,1,yes,no,yes,NR,no,0,normal,no,,0,,1,,no,no,no,no,no,Peri-urban,,38.6,0,28,1,1,0,,,1,,,,,,,,,,0,,Female,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,3 or more times per day,,,,,,,,no,1
45,0,,,,,months,8,2,1,1,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,no,no,0,0,no,,0,3,yes,4,no,20,good,no,,Gondar,0,0,0,1,no,Twice/day,yes milk,half to 1 liter,NORMAL,,104,yes,0,normal,Normal,,,1,no,no,no,NR,no,0,normal,no,,0,,1,,no,no,no,no,no,Peri-urban,Calf alert but unable to suck,38.4,1,32,,,1,,,,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
46,,,,,,months,12,3,1,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,no,yes,0,0,no,,0,4,yes,3,no,18,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,greater than 1 liter,NORMAL,,98,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,0,,1,,no,no,no,no,no,Peri-urban,Calf alert but unable to suck,38.8,1,32,1,1,0,,,1,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,once a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
47,0,,,,,weeks,3,3,0,0,Bright/Alert,0,1,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,no,no,yes,,,yes,yes,0,0,no,,0,6,yes,4,no,10,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,greater than 1 liter,NORMAL,,90,yes,0,normal,Normal,,,1,no,no,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,37.8,0,24,0,1,1,,,0,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,once a day,no,no,2 times per day,,,,,,,,no,1
48,,,,,,months,24,6,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,no,no,0,0,no,,0,8,yes,4,no,8,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,greater than 1 liter,NORMAL,,108,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,0,,3,,no,no,no,no,no,Peri-urban,Other,37.9,0,32,,,0,,,,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
49,,,,,,months,16,4,0,0,Bright/Alert,0,0,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,no,no,yes,,,no,no,0,0,no,,0,6,yes,3,no,10,good,no,,Gondar,0,0,0,1,no,Twice/day,yes milk,greater than 1 liter,NORMAL,,112,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,Other,38.3,1,36,,,0,,,,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,increased respiratory and heart rate,night,assisted/dystocia,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
50,0,,,,,months,8,2,0,1,Bright/Alert,0,0,yes,no,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,no,no,0,0,no,,0,7,yes,3,no,15,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,half to 1 liter,hair loss and poor body condition,,76,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,Calf alert but unable to suck,39.2,2,28,1,1,0,,,0,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,once a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
51,0,,,,,weeks,3,3,0,0,Bright/Alert,0,0,yes,no,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,yes,yes,0,0,no,,0,8,yes,3,no,15,good,no,,Gondar,1,0,0,2,no,Twice/day,yes milk,half to 1 liter,hair loss and poor body condition,,108,yes,1,normal,Normal,,,0,yes,yes,no,NR,no,0,normal,no,,0,,4,,no,no,no,no,no,Peri-urban,,38.5,1,32,,,0,,,,,,,,,,,,,1,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
52,0,,,,,weeks,2,2,0,0,Bright/Alert,0,0,yes,no,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,yes,yes,0,0,no,,1,8,yes,4,no,10,good,no,,Gondar,1,0,0,1,no,Twice/day,yes milk,greater than 1 liter,hair loss and poor body condition,,100,yes,1,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,0,,4,,no,no,no,no,no,Peri-urban,,38.8,1,28,1,1,1,,,1,,,,,,,,,,1,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
53,1,,,,,months,12,3,0,0,Bright/Alert,0,0,yes,no,yes,In barn,Holstein,Improved/Crossbred,,no,no,yes,,,no,yes,0,1,yes,,0,6,yes,4,no,10,good,no,,Gondar,1,0,0,2,no,Twice/day,yes milk,greater than 1 liter,hair loss and poor body condition,,104,yes,0,normal,Normal,,,1,no,no,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,38.4,1,32,,,0,,,,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,once a day,,Normal respiratory sound and heart beat,night,assisted/dystocia,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
54,,,,,,months,8,2,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,0,no,,0,10,yes,3,no,10,good,no,,Gondar,0,0,0,1,no,Twice/day,yes milk,half to 1 liter,hair loss and poor body condition,,86,yes,1,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,1,,4,,no,no,no,no,no,Peri-urban,,37.9,1,28,,,1,,,,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,assisted/dystocia,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
55,,,,,,months,8,2,0,0,Depressed/Lethargic,0,0,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,0,no,,0,6,yes,3,no,12,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,half to 1 liter,hair loss and poor body condition,,78,yes,1,normal,Normal,,,1,no,no,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,38.9,2,24,,,1,,,,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
56,,,,,,months,8,2,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,0,no,,0,7,yes,3,no,8,good,no,,Gondar,0,0,2,1,no,Twice/day,yes milk,greater than 1 liter,EAR DROOPING,,94,yes,0,normal,Normal,,,0,no,no,no,NR,no,1,normal,no,,0,,3,,no,no,no,no,no,Peri-urban,,38.5,1,32,1,0,1,,,0,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,assisted/dystocia,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
57,,,,,,months,8,2,0,0,Bright/Alert,0,0,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,yes,,,no,no,0,0,no,,0,8,yes,3,no,8,good,no,,Gondar,2,0,0,2,no,Twice/day,yes milk,greater than 1 liter,EAR DROOPING,,104,yes,0,normal,Normal,,,0,yes,yes,no,NR,no,0,normal,no,,0,,3,,no,no,no,no,no,Peri-urban,,38.8,1,32,,,0,,,,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,assisted/dystocia,,no,yes,more than twice a day,no,no,2 times per day,,,,,,,,no,1
58,,,,,,months,12,3,0,0,Bright/Alert,0,0,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,0,no,,0,7,yes,4,no,12,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,94,yes,0,normal,Normal,,,1,no,no,no,NR,no,0,normal,no,,0,,3,,no,no,no,no,no,Peri-urban,,39,2,36,1,1,0,,,1,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,assisted/dystocia,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
59,,,,,,months,4,1,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,1,yes,,0,6,yes,4,no,8,good,no,,Gondar,0,0,1,2,no,Twice/day,yes milk,greater than 1 liter,EAR DROOPING,,104,yes,1,normal,Normal,,,1,yes,no,yes,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,37.7,0,28,,,0,,,,,,,,,,,,,0,,Male,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,more than twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
60,,,,,,months,16,4,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,1,yes,,0,5,yes,4,no,10,good,no,,Gondar,1,0,1,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,86,yes,0,normal,Normal,,,1,yes,yes,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,38.8,1,24,1,1,0,,,1,,,,,,,,,,0,,Female,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
61,,,,,,months,24,6,0,0,Bright/Alert,0,0,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,yes,,,yes,yes,0,0,no,,0,7,yes,4,no,10,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,76,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,,37.9,0,28,1,1,0,,,1,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,yes,no,,no,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
62,,,,,,months,12,3,1,1,Bright/Alert,0,0,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,yes,,,no,no,0,0,no,,0,5,yes,4,no,12,good,no,,Gondar,0,0,0,1,no,Twice/day,yes milk,half to 1 liter,NORMAL,,72,yes,0,normal,Normal,,,1,no,no,no,NR,no,0,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,Calf alert but unable to suck,37.9,0,24,,,0,,,,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,NR,no,yes,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,assisted/dystocia,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
63,,,,,,months,8,2,0,1,Bright/Alert,0,0,yes,no,yes,Outside,Holstein,Improved/Crossbred,,no,no,yes,,,no,no,0,0,no,,0,5,yes,3,no,20,good,no,,Gondar,1,0,1,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,86,yes,0,normal,Normal,,,0,no,no,no,NR,no,1,normal,no,,0,,2,,no,no,no,no,no,Peri-urban,Calf alert but unable to suck,38.2,1,28,,,0,,,,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,no,,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,3 or more times per day,,,,,,,,no,1
64,,,,,,months,8,2,0,1,Depressed/Lethargic,0,0,yes,no,yes,Outside,Holstein,Improved/Crossbred,,no,no,yes,,,no,no,0,0,no,,0,4,yes,3,no,20,good,no,,Gondar,0,0,0,2,no,Twice/day,yes milk,greater than 1 liter,NORMAL,,96,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,1,,2,,no,no,no,no,no,Peri-urban,Calf alert but unable to suck,38.7,1,24,,,1,,,,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,3 or more times per day,,,,,,,,no,1
65,,,,,,months,12,3,0,1,Depressed/Lethargic,0,0,yes,no,yes,Outside,Holstein,Improved/Crossbred,,no,no,yes,,,no,no,0,0,no,,0,5,yes,2,no,15,good,no,,Gondar,1,0,1,1,no,more than twice a day,yes milk,half to 1 liter,NORMAL,,92,yes,0,normal,Normal,,,0,no,no,no,NR,no,0,normal,no,,1,,2,,no,no,no,no,no,Peri-urban,Other,38.6,1,28,1,1,0,,,1,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,3 or more times per day,,,,,,,,no,1
